speech_turn,use_of_force_level
all right why don't you guys hang out here Please.,1
"I'm telling you, durango going eastbound towards wyoming",1
"I'm telling you, you doing what now?",1
your work knife Now.,1
Do me a favor just pull up a little further Ma'am.,1
"all right well the address came out right here okay so we just have to make sure , do you understand?",1
"I'm telling you, do you have your license on you boss",1
"hey I found the gun all right, do you understand?",1
if you shut it off real quick Sir.,1
"Look, do you know what your original charge was",1
"Look, i'm not going to lie there's a 9mm in the car",1
"okay what was your reason for coming in here, do you understand?",1
"Ok. Do you have a doctor here? That you see?, do you understand?",1
you know why why I hear gunshots all the time  Sir.,1
"Officer, do me a favor just open these up real quick so i can see back there",1
"Look, inside yes my work knife",1
What's going on whats the problem Sir.,1
What's your medical condition man Now.,1
you know why why I hear gunshots all the time  Ma'am.,1
"Look, you got an id on you?",1
we're investigating make sure none of you guys were the ones shooting what were you doing with that broke down car back there Ma'am.,1
okay what was your reason for coming in here Ma'am.,1
"Look, yes sir",1
Hey what's up man been through this once or twice huh? Sir.,1
"Hey, i didn't hear nothing",1
"Hey, you know why why i hear gunshots all the time ",1
we got dispatched to shots fired going off right here Please.,1
What's going on today? Please.,1
I got all his info right here Please.,1
please go ahead and put keys on the hood Please.,1
is there any else inside Now.,1
you know take your bag off,1
that go okay probably going have to go to jail for it ,1
"Officer, can you just open this up a little more?",1
Yes sir Now.,1
I'm not going to lie there's a 9mm in the car Please.,1
hey hey get up get up get up get up go Sir.,1
"Hey, what happened today sir?",1
"Officer, he's cooperative",1
"What's up brother. Hey, how we doing? Now.",1
What happened today sir? Ma'am.,1
okay what was your reason for coming in here Please.,1
"I'm telling you, let me get that",1
"I'm telling you, albuquerque police wake up man you all right",1
if you shut it off real quick Please.,1
do you have your license on you boss Ma'am.,1
"Officer, what's up brother. hey, how we doing?",1
Where you living at? Sir.,1
What's your medical condition man Sir.,1
have you ever had contact with police before Sir.,1
follow your buddies do me a favor guys just put what you guys got down I just want to see empty hands okay we're dispatched to a call shotter or shots fired Sir.,1
"I'm telling you, you got an id on you?",1
"Hey, you have a warrant for your arrest.",1
"Officer, but the rest is i have the right to remain silent.",1
This may be the vehicle they're looking for Ma'am.,1
This may be the vehicle they're looking for,1
"Look, albuquerque police wake up man you all right",1
You have a warrant for your arrest. Sir.,1
You got an ID on you? Ma'am.,1
"Hey, what's your medical condition man",1
"Officer, what's up brother. hey, how we doing?",1
"Officer, right man we're going to go get you in a car where it's a little bit safer okay",1
What you doin Sir.,1
was out of the driver's side though that shot came from the back of the car Now.,1
The whole car reeks of weed Now.,1
"Look, do me a favor just pull up a little further",1
"I'm telling you, have you ever had contact with police before",1
"Hey, do you have registration for the vehicle",1
"Officer, you uh got the keys by chance we'll just put on top the car",1
"Look, any guns",1
"You got an ID on you?, do you understand?",1
okay I'm going to run him through Fields Sir.,1
we'll adjust your hands for you okay Please.,1
Hey what's up man been through this once or twice huh? Now.,1
"Officer, just lean back",1
okay do you mind stepping out for me real quick  Please.,1
okay sit down Now.,1
that go okay probably going have to go to jail for it  Now.,1
We're getting confirmation on that now ok? Sir.,1
Do you have registration for the vehicle Ma'am.,1
"I'm telling you, what's up brother. hey, how we doing?",1
"Officer, 10-4 making that call now",1
"do you guys have IDs on you , do you understand?",1
"I'm telling you, like schizophrenia and ptsd.",1
"Look, okay i'm going to run him through fields",1
we got dispatched to shots fired going off right here Now.,1
"Hey, just lean back",1
that go okay probably going have to go to jail for it  Please.,1
"I didn't hear nothing, do you understand?",1
Ok. Do you have a doctor here? That you see? Now.,1
"Officer, okay i'm going to run him through fields",1
You have a warrant for your arrest. Sir.,1
we'll adjust your hands for you okay,1
The whole car reeks of weed Ma'am.,1
"I'm telling you, you guys are good to go thank you",1
"Look, please go ahead and put keys on the hood",1
What are you doing on your phone? Please.,1
Albuquerque Police wake up man you all right Please.,1
Do me a favor open these windows up real quick Ma'am.,1
 I didn't want you to think that there was anything concerning you know we're trying to make it home and like her mom is literally waiting for us Please.,1
"Officer, like schizophrenia and ptsd.",1
"Hey, yes sir",1
Do me a favor open these windows up real quick,1
"This may be the vehicle they're looking for, do you understand?",1
"I'm telling you, we'll adjust your hands for you okay",1
You got any weapons on you brother?  Please.,1
What you doin Sir.,1
"Ok, is that an ankle monitor?",1
"Officer, police reason for your stop today is you were over the the 
line over here and then also you were in the bike lane coming down east any reason for that",1
"Look, ok so car's registered to you cool",1
"Look, can you come in my kitchen please. can you close my door please, i have cats. can you close my door please. close it tight.",1
"I'm telling you, we can ask him to search the bag",1
Albuquerque Police wake up man you all right,1
"Hey, what's up brother. hey, how we doing?",1
"any guns, do you understand?",1
Do me a favor just open these up real quick so I can see back there Sir.,1
all right well the address came out right here okay so we just have to make sure  Sir.,1
"Oh don't worry about it man. Lets get that ID., do you understand?",1
inside yes my work knife Please.,1
"okay what was your reason for coming in here, do you understand?",1
"I'm telling you, police reason for your stop today is you were over the the 
line over here and then also you were in the bike lane coming down east any reason for that",1
"Look, do you have a mental condition?",1
"we're investigating make sure none of you guys were the ones shooting what were you doing with that broke down car back there, do you understand?",1
"Officer, the whole car reeks of weed",1
"Hey, what's going on today?",1
You have a warrant for your arrest. Please.,1
"Hey, what's going on whats the problem",1
"I'm telling you, was out of the driver's side though that shot came from the back of the car",1
"Hey, albuquerque police wake up man you all right",1
hey hey get up get up get up get up go,1
"Officer, we're getting confirmation on that now ok?",1
"Hey, hold on we got somebody you need to talk to",1
What's going on whats the problem,1
have you ever had contact with police before Please.,1
you in the red shirt step over here put what you have in your hands down appreciate it thank yo Ma'am.,1
"Officer, okay what was your reason for coming in here",1
your work knife Ma'am.,1
"police reason for your stop today is you were over the the 
line over here and then also you were in the bike lane coming down east any reason for that Please.",1
